"subjectId" "activity" "domain" "signal" "instrument" "jerk_ind" "estimate_func" "axis" "mean"
6 "WALKING" "Time" "Body" "Gyroscope" "N" "mean()" "X" -0.025509618645614
6 "WALKING" "Time" "Body" "Gyroscope" "N" "mean()" "Y" -0.0744462466
6 "WALKING" "Time" "Body" "Gyroscope" "N" "mean()" "Z" 0.0838808799280702
6 "WALKING" "Time" "Body" "Gyroscope" "N" "std()" "X" -0.446020952631579
6 "WALKING" "Time" "Body" "Gyroscope" "N" "std()" "Y" -0.331702267894737
6 "WALKING" "Time" "Body" "Gyroscope" "N" "std()" "Z" -0.383139334736842
6 "WALKING" "Time" "Body" "Gyroscope" "Y" "mean()" "X" -0.0878891090105263
6 "WALKING" "Time" "Body" "Gyroscope" "Y" "mean()" "Y" -0.0362308971842105
6 "WALKING" "Time" "Body" "Gyroscope" "Y" "mean()" "Z" -0.0539597284210526
6 "WALKING" "Time" "Body" "Gyroscope" "Y" "std()" "X" -0.18260093354386
6 "WALKING" "Time" "Body" "Gyroscope" "Y" "std()" "Y" -0.416390246140351
6 "WALKING" "Time" "Body" "Gyroscope" "Y" "std()" "Z" -0.166684422233333
6 "WALKING" "Time" "Gravity" "Accelerator" "N" "mean()" "X" 0.958067455087719
6 "WALKING" "Time" "Gravity" "Accelerator" "N" "mean()" "Y" -0.214694852280702
6 "WALKING" "Time" "Gravity" "Accelerator" "N" "mean()" "Z" 0.0331888826842105
6 "WALKING" "Time" "Gravity" "Accelerator" "N" "std()" "X" -0.977779896491228
6 "WALKING" "Time" "Gravity" "Accelerator" "N" "std()" "Y" -0.964248568070175
6 "WALKING" "Time" "Gravity" "Accelerator" "N" "std()" "Z" -0.957205025789474
6 "WALKING" NA NA NA NA NA NA -0.194121066130167
6 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "N" "mean()" "X" 0.328308506041667
6 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "N" "mean()" "Y" 0.339771173822917
6 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "N" "mean()" "Z" -0.277602590916667
6 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "N" "meanFreq()" "X" -0.41164933625
6 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "N" "meanFreq()" "Y" 0.021911178210625
6 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "N" "meanFreq()" "Z" 0.3062531664375
6 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "N" "std()" "X" 0.403369766666667
6 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "N" "std()" "Y" 0.283247837625
6 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "N" "std()" "Z" -0.4060143105
6 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "Y" "mean()" "X" 0.136554991314583
6 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "Y" "mean()" "Y" 0.1372024523
6 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "Y" "mean()" "Z" -0.283086205125
6 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "Y" "meanFreq()" "X" -0.315757694854167
6 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "Y" "meanFreq()" "Y" -0.48434366125
6 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "Y" "meanFreq()" "Z" -0.0348254245729167
6 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "Y" "std()" "X" 0.0886515099394167
6 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "Y" "std()" "Y" 0.341242392604167
6 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "Y" "std()" "Z" -0.389057047125
6 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Gyroscope" "N" "mean()" "X" 0.0633716052854167
6 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Gyroscope" "N" "mean()" "Y" -0.130327465789583
6 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Gyroscope" "N" "mean()" "Z" 0.15284524938125
6 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Gyroscope" "N" "meanFreq()" "X" 0.00150446630625
6 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Gyroscope" "N" "meanFreq()" "Y" 0.15112587523125
6 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Gyroscope" "N" "meanFreq()" "Z" 0.3029636429375
6 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Gyroscope" "N" "std()" "X" -0.286724914610417
6 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Gyroscope" "N" "std()" "Y" -0.235470976166667
6 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Gyroscope" "N" "std()" "Z" -0.275667262770833
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerator" "N" "mean()" "X" 0.277045258145833
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerator" "N" "mean()" "Y" -0.019536840063125
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerator" "N" "mean()" "Z" -0.107209356208333
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerator" "N" "std()" "X" 0.383681639791667
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerator" "N" "std()" "Y" 0.360164958768542
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerator" "N" "std()" "Z" -0.320204232520417
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerator" "Y" "mean()" "X" 0.103681343708333
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerator" "Y" "mean()" "Y" 0.00987685807166667
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerator" "Y" "mean()" "Z" -0.00932470617291667
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerator" "Y" "std()" "X" 0.165271070858333
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerator" "Y" "std()" "Y" 0.276544029529167
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerator" "Y" "std()" "Z" -0.336817322270833
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "N" "mean()" "X" -0.0960837437708333
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "N" "mean()" "Y" -0.0341782208604167
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "N" "mean()" "Z" 0.0870012595210417
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "N" "std()" "X" -0.19830385328125
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "N" "std()" "Y" -0.18922957
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "N" "std()" "Z" -0.0940797929729167
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Y" "mean()" "X" -0.0256452232354167
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Y" "mean()" "Y" -0.0768089915604167
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Y" "mean()" "Z" -0.0372228650416667
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Y" "std()" "X" 0.0393387960854167
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Y" "std()" "Y" -0.193508405479167
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Y" "std()" "Z" 0.193206498960417
6 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerator" "N" "mean()" "X" 0.928531455208333
6 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerator" "N" "mean()" "Y" -0.214046334375
6 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerator" "N" "mean()" "Z" -0.00307981704708333
6 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerator" "N" "std()" "X" -0.9544062675
6 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerator" "N" "std()" "Y" -0.93357760125
6 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerator" "N" "std()" "Z" -0.934378766458333
6 "WALKING_DOWNSTAIRS" NA NA NA NA NA NA 0.103732969867396
6 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerator" "N" "mean()" "X" -0.131075372803922
6 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerator" "N" "mean()" "Y" 0.0978035099588235
6 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerator" "N" "mean()" "Z" -0.42724809972549
6 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerator" "N" "meanFreq()" "X" -0.44512058675098
6 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerator" "N" "meanFreq()" "Y" -0.0948830032690196
6 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerator" "N" "meanFreq()" "Z" -0.0667867912058824
6 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerator" "N" "std()" "X" -0.0211335627276471
6 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerator" "N" "std()" "Y" 0.159123777172549
6 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerator" "N" "std()" "Z" -0.36587418445098
6 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerator" "Y" "mean()" "X" -0.244812769960784
6 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerator" "Y" "mean()" "Y" -0.122991594331373
6 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerator" "Y" "mean()" "Z" -0.549314615882353
6 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerator" "Y" "meanFreq()" "X" -0.441959115607843
6 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerator" "Y" "meanFreq()" "Y" -0.501170339607843
6 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerator" "Y" "meanFreq()" "Z" -0.401683801941176
6 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerator" "Y" "std()" "X" -0.186815074235294
6 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerator" "Y" "std()" "Y" -0.0169811409705882
6 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerator" "Y" "std()" "Z" -0.571673957058824
6 "WALKING_UPSTAIRS" "Frequency" "Body" "Gyroscope" "N" "mean()" "X" -0.115065008156863
6 "WALKING_UPSTAIRS" "Frequency" "Body" "Gyroscope" "N" "mean()" "Y" -0.329653779629412
6 "WALKING_UPSTAIRS" "Frequency" "Body" "Gyroscope" "N" "mean()" "Z" -0.0464142110215686
6 "WALKING_UPSTAIRS" "Frequency" "Body" "Gyroscope" "N" "meanFreq()" "X" -0.0559140146313725
6 "WALKING_UPSTAIRS" "Frequency" "Body" "Gyroscope" "N" "meanFreq()" "Y" -0.129471190964706
6 "WALKING_UPSTAIRS" "Frequency" "Body" "Gyroscope" "N" "meanFreq()" "Z" 0.0102927666117647
6 "WALKING_UPSTAIRS" "Frequency" "Body" "Gyroscope" "N" "std()" "X" -0.390248128039216
6 "WALKING_UPSTAIRS" "Frequency" "Body" "Gyroscope" "N" "std()" "Y" -0.31361857145098
6 "WALKING_UPSTAIRS" "Frequency" "Body" "Gyroscope" "N" "std()" "Z" -0.309998085098039
6 "WALKING_UPSTAIRS" "Time" "Body" "Accelerator" "N" "mean()" "X" 0.268229355098039
6 "WALKING_UPSTAIRS" "Time" "Body" "Accelerator" "N" "mean()" "Y" -0.0272425385070588
6 "WALKING_UPSTAIRS" "Time" "Body" "Accelerator" "N" "mean()" "Z" -0.122082438784314
6 "WALKING_UPSTAIRS" "Time" "Body" "Accelerator" "N" "std()" "X" -0.0501350188513725
6 "WALKING_UPSTAIRS" "Time" "Body" "Accelerator" "N" "std()" "Y" 0.189276117327451
6 "WALKING_UPSTAIRS" "Time" "Body" "Accelerator" "N" "std()" "Z" -0.353519514896078
6 "WALKING_UPSTAIRS" "Time" "Body" "Accelerator" "Y" "mean()" "X" 0.07210675
6 "WALKING_UPSTAIRS" "Time" "Body" "Accelerator" "Y" "mean()" "Y" 0.00371343419607843
6 "WALKING_UPSTAIRS" "Time" "Body" "Accelerator" "Y" "mean()" "Z" -0.00237816579411765
6 "WALKING_UPSTAIRS" "Time" "Body" "Accelerator" "Y" "std()" "X" -0.180301156098039
6 "WALKING_UPSTAIRS" "Time" "Body" "Accelerator" "Y" "std()" "Y" -0.0413994646723529
6 "WALKING_UPSTAIRS" "Time" "Body" "Accelerator" "Y" "std()" "Z" -0.560830688235294
6 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "N" "mean()" "X" -0.0767406825588235
6 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "N" "mean()" "Y" -0.0518981989072549
6 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "N" "mean()" "Z" 0.0664234025976471
6 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "N" "std()" "X" -0.321973723647059
6 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "N" "std()" "Y" -0.315799901607843
6 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "N" "std()" "Z" -0.18390018167451
6 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Y" "mean()" "X" -0.0652024492378431
6 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Y" "mean()" "Y" -0.0457705354509804
6 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Y" "mean()" "Z" -0.0576800048435294
6 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Y" "std()" "X" -0.186763293747059
6 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Y" "std()" "Y" -0.486494120980392
6 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Y" "std()" "Z" -0.170814790834118
6 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerator" "N" "mean()" "X" 0.913632241568627
6 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerator" "N" "mean()" "Y" -0.340732608823529
6 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerator" "N" "mean()" "Z" -0.0184608964392157
6 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerator" "N" "std()" "X" -0.959399425098039
6 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerator" "N" "std()" "Y" -0.912900683137255
6 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerator" "N" "std()" "Z" -0.906196352156863
6 "WALKING_UPSTAIRS" NA NA NA NA NA NA -0.170910839935472
7 "LAYING" "Frequency" "Body" "Accelerator" "N" "mean()" "X" -0.953424245576923
7 "LAYING" "Frequency" "Body" "Accelerator" "N" "mean()" "Y" -0.942193953846154
7 "LAYING" "Frequency" "Body" "Accelerator" "N" "mean()" "Z" -0.958611644615385
7 "LAYING" "Frequency" "Body" "Accelerator" "N" "meanFreq()" "X" -0.635913046346154
7 "LAYING" "Frequency" "Body" "Accelerator" "N" "meanFreq()" "Y" -0.0438292665807692
7 "LAYING" "Frequency" "Body" "Accelerator" "N" "meanFreq()" "Z" 0.237111987323077
7 "LAYING" "Frequency" "Body" "Accelerator" "N" "std()" "X" -0.931120580576923
7 "LAYING" "Frequency" "Body" "Accelerator" "N" "std()" "Y" -0.922917902307692
7 "LAYING" "Frequency" "Body" "Accelerator" "N" "std()" "Z" -0.953380646346154
7 "LAYING" "Frequency" "Body" "Accelerator" "Y" "mean()" "X" -0.980393046923077
7 "LAYING" "Frequency" "Body" "Accelerator" "Y" "mean()" "Y" -0.972531648846154
7 "LAYING" "Frequency" "Body" "Accelerator" "Y" "mean()" "Z" -0.969524977692308
7 "LAYING" "Frequency" "Body" "Accelerator" "Y" "meanFreq()" "X" 0.0207159202961538
7 "LAYING" "Frequency" "Body" "Accelerator" "Y" "meanFreq()" "Y" -0.0451342616019231
7 "LAYING" "Frequency" "Body" "Accelerator" "Y" "meanFreq()" "Z" 0.0945605852
7 "LAYING" "Frequency" "Body" "Accelerator" "Y" "std()" "X" -0.983560175384615
7 "LAYING" "Frequency" "Body" "Accelerator" "Y" "std()" "Y" -0.975886145
7 "LAYING" "Frequency" "Body" "Accelerator" "Y" "std()" "Z" -0.975072995192308
7 "LAYING" "Frequency" "Body" "Gyroscope" "N" "mean()" "X" -0.953684547692308
7 "LAYING" "Frequency" "Body" "Gyroscope" "N" "mean()" "Y" -0.957570207692308
7 "LAYING" "Frequency" "Body" "Gyroscope" "N" "mean()" "Z" -0.956905310961538
7 "LAYING" "Frequency" "Body" "Gyroscope" "N" "meanFreq()" "X" -0.139745225083077
7 "LAYING" "Frequency" "Body" "Gyroscope" "N" "meanFreq()" "Y" -0.453725644769231
7 "LAYING" "Frequency" "Body" "Gyroscope" "N" "meanFreq()" "Z" 0.0144682871075
7 "LAYING" "Frequency" "Body" "Gyroscope" "N" "std()" "X" -0.962348254423077
7 "LAYING" "Frequency" "Body" "Gyroscope" "N" "std()" "Y" -0.939727873653846
7 "LAYING" "Frequency" "Body" "Gyroscope" "N" "std()" "Z" -0.9588764125
7 "LAYING" "Time" "Body" "Accelerator" "N" "mean()" "X" 0.250176694038462
7 "LAYING" "Time" "Body" "Accelerator" "N" "mean()" "Y" -0.0204411516884615
7 "LAYING" "Time" "Body" "Accelerator" "N" "mean()" "Z" -0.101361036576923
7 "LAYING" "Time" "Body" "Accelerator" "N" "std()" "X" -0.93651361
7 "LAYING" "Time" "Body" "Accelerator" "N" "std()" "Y" -0.926262668653846
7 "LAYING" "Time" "Body" "Accelerator" "N" "std()" "Z" -0.952978365961539
7 "LAYING" "Time" "Body" "Accelerator" "Y" "mean()" "X" 0.0968904018076923
7 "LAYING" "Time" "Body" "Accelerator" "Y" "mean()" "Y" 0.0250624183634615
7 "LAYING" "Time" "Body" "Accelerator" "Y" "mean()" "Z" -0.0131653918205769
7 "LAYING" "Time" "Body" "Accelerator" "Y" "std()" "X" -0.980977756153846
7 "LAYING" "Time" "Body" "Accelerator" "Y" "std()" "Y" -0.973093160192308
7 "LAYING" "Time" "Body" "Accelerator" "Y" "std()" "Z" -0.972983064230769
7 "LAYING" "Time" "Body" "Gyroscope" "N" "mean()" "X" -0.00282641913096154
7 "LAYING" "Time" "Body" "Gyroscope" "N" "mean()" "Y" -0.133605695057692
7 "LAYING" "Time" "Body" "Gyroscope" "N" "mean()" "Z" 0.155920029769231
7 "LAYING" "Time" "Body" "Gyroscope" "N" "std()" "X" -0.9601268225
7 "LAYING" "Time" "Body" "Gyroscope" "N" "std()" "Y" -0.945071935384615
7 "LAYING" "Time" "Body" "Gyroscope" "N" "std()" "Z" -0.955294890576923
7 "LAYING" "Time" "Body" "Gyroscope" "Y" "mean()" "X" -0.105944243484615
7 "LAYING" "Time" "Body" "Gyroscope" "Y" "mean()" "Y" -0.0358897425826923
7 "LAYING" "Time" "Body" "Gyroscope" "Y" "mean()" "Z" -0.0671901794615385
7 "LAYING" "Time" "Body" "Gyroscope" "Y" "std()" "X" -0.9738372325
7 "LAYING" "Time" "Body" "Gyroscope" "Y" "std()" "Y" -0.976483727307692
7 "LAYING" "Time" "Body" "Gyroscope" "Y" "std()" "Z" -0.988871878269231
7 "LAYING" "Time" "Gravity" "Accelerator" "N" "mean()" "X" -0.502814250576923
7 "LAYING" "Time" "Gravity" "Accelerator" "N" "mean()" "Y" 0.393444278076923
7 "LAYING" "Time" "Gravity" "Accelerator" "N" "mean()" "Z" 0.907537823461538
7 "LAYING" "Time" "Gravity" "Accelerator" "N" "std()" "X" -0.914221270096154
7 "LAYING" "Time" "Gravity" "Accelerator" "N" "std()" "Y" -0.955543549230769
7 "LAYING" "Time" "Gravity" "Accelerator" "N" "std()" "Z" -0.961908984423077
7 "LAYING" NA NA NA NA NA NA -0.775968527253322
7 "SITTING" "Frequency" "Body" "Accelerator" "N" "mean()" "X" -0.972697126875
7 "SITTING" "Frequency" "Body" "Accelerator" "N" "mean()" "Y" -0.93149063375
7 "SITTING" "Frequency" "Body" "Accelerator" "N" "mean()" "Z" -0.904675337916667
7 "SITTING" "Frequency" "Body" "Accelerator" "N" "meanFreq()" "X" -0.0334312226625
7 "SITTING" "Frequency" "Body" "Accelerator" "N" "meanFreq()" "Y" 0.0147166711666667
7 "SITTING" "Frequency" "Body" "Accelerator" "N" "meanFreq()" "Z" -0.1017660835625
7 "SITTING" "Frequency" "Body" "Accelerator" "N" "std()" "X" -0.972879966041667
7 "SITTING" "Frequency" "Body" "Accelerator" "N" "std()" "Y" -0.904629195833333
7 "SITTING" "Frequency" "Body" "Accelerator" "N" "std()" "Z" -0.844083052916667
7 "SITTING" "Frequency" "Body" "Accelerator" "Y" "mean()" "X" -0.982037243958333
7 "SITTING" "Frequency" "Body" "Accelerator" "Y" "mean()" "Y" -0.969423612916667
7 "SITTING" "Frequency" "Body" "Accelerator" "Y" "mean()" "Z" -0.968503504791667
7 "SITTING" "Frequency" "Body" "Accelerator" "Y" "meanFreq()" "X" 0.180132581508333
7 "SITTING" "Frequency" "Body" "Accelerator" "Y" "meanFreq()" "Y" -0.0815021323520833
7 "SITTING" "Frequency" "Body" "Accelerator" "Y" "meanFreq()" "Z" -0.0857527580416667
7 "SITTING" "Frequency" "Body" "Accelerator" "Y" "std()" "X" -0.984026344375
7 "SITTING" "Frequency" "Body" "Accelerator" "Y" "std()" "Y" -0.971814980208333
7 "SITTING" "Frequency" "Body" "Accelerator" "Y" "std()" "Z" -0.974699194375
7 "SITTING" "Frequency" "Body" "Gyroscope" "N" "mean()" "X" -0.9436317575
7 "SITTING" "Frequency" "Body" "Gyroscope" "N" "mean()" "Y" -0.956678065
7 "SITTING" "Frequency" "Body" "Gyroscope" "N" "mean()" "Z" -0.9474199325
7 "SITTING" "Frequency" "Body" "Gyroscope" "N" "meanFreq()" "X" -0.071630230475
7 "SITTING" "Frequency" "Body" "Gyroscope" "N" "meanFreq()" "Y" -0.308762329160625
7 "SITTING" "Frequency" "Body" "Gyroscope" "N" "meanFreq()" "Z" -0.0187739586583333
7 "SITTING" "Frequency" "Body" "Gyroscope" "N" "std()" "X" -0.9427264225
7 "SITTING" "Frequency" "Body" "Gyroscope" "N" "std()" "Y" -0.93824472
7 "SITTING" "Frequency" "Body" "Gyroscope" "N" "std()" "Z" -0.939826018125
7 "SITTING" "Time" "Body" "Accelerator" "N" "mean()" "X" 0.284674637291667
7 "SITTING" "Time" "Body" "Accelerator" "N" "mean()" "Y" -0.01461097580375
7 "SITTING" "Time" "Body" "Accelerator" "N" "mean()" "Z" -0.122464597625
7 "SITTING" "Time" "Body" "Accelerator" "N" "std()" "X" -0.972668374583333
7 "SITTING" "Time" "Body" "Accelerator" "N" "std()" "Y" -0.909454698541667
7 "SITTING" "Time" "Body" "Accelerator" "N" "std()" "Z" -0.8565329414375
7 "SITTING" "Time" "Body" "Accelerator" "Y" "mean()" "X" 0.0668519793125
7 "SITTING" "Time" "Body" "Accelerator" "Y" "mean()" "Y" 0.0116863419310417
7 "SITTING" "Time" "Body" "Accelerator" "Y" "mean()" "Z" 0.0162004141964583
7 "SITTING" "Time" "Body" "Accelerator" "Y" "std()" "X" -0.982158098125
7 "SITTING" "Time" "Body" "Accelerator" "Y" "std()" "Y" -0.969458676458333
7 "SITTING" "Time" "Body" "Accelerator" "Y" "std()" "Z" -0.972256472708333
7 "SITTING" "Time" "Body" "Gyroscope" "N" "mean()" "X" -0.04963797197125
7 "SITTING" "Time" "Body" "Gyroscope" "N" "mean()" "Y" -0.03361196465625
7 "SITTING" "Time" "Body" "Gyroscope" "N" "mean()" "Z" 0.0259476655145833
7 "SITTING" "Time" "Body" "Gyroscope" "N" "std()" "X" -0.941870953333333
7 "SITTING" "Time" "Body" "Gyroscope" "N" "std()" "Y" -0.944124336458333
7 "SITTING" "Time" "Body" "Gyroscope" "N" "std()" "Z" -0.937021208541667
7 "SITTING" "Time" "Body" "Gyroscope" "Y" "mean()" "X" -0.0938155625083333
7 "SITTING" "Time" "Body" "Gyroscope" "Y" "mean()" "Y" -0.0396444885
7 "SITTING" "Time" "Body" "Gyroscope" "Y" "mean()" "Z" -0.0454566269166667
7 "SITTING" "Time" "Body" "Gyroscope" "Y" "std()" "X" -0.974369045625
7 "SITTING" "Time" "Body" "Gyroscope" "Y" "std()" "Y" -0.981024680625
7 "SITTING" "Time" "Body" "Gyroscope" "Y" "std()" "Z" -0.980954665416667
7 "SITTING" "Time" "Gravity" "Accelerator" "N" "mean()" "X" 0.969147824375
7 "SITTING" "Time" "Gravity" "Accelerator" "N" "mean()" "Y" 0.00608846646041667
7 "SITTING" "Time" "Gravity" "Accelerator" "N" "mean()" "Z" 0.0649636250354167
7 "SITTING" "Time" "Gravity" "Accelerator" "N" "std()" "X" -0.957082433333333
7 "SITTING" "Time" "Gravity" "Accelerator" "N" "std()" "Y" -0.945436264583333
7 "SITTING" "Time" "Gravity" "Accelerator" "N" "std()" "Z" -0.868602535416667
7 "SITTING" NA NA NA NA NA NA -0.760757973697348
7 "STANDING" "Frequency" "Body" "Accelerator" "N" "mean()" "X" -0.976681834339623
7 "STANDING" "Frequency" "Body" "Accelerator" "N" "mean()" "Y" -0.941883783773585
7 "STANDING" "Frequency" "Body" "Accelerator" "N" "mean()" "Z" -0.938550519811321
7 "STANDING" "Frequency" "Body" "Accelerator" "N" "meanFreq()" "X" -0.079704728245283
7 "STANDING" "Frequency" "Body" "Accelerator" "N" "meanFreq()" "Y" -0.159730059003774
7 "STANDING" "Frequency" "Body" "Accelerator" "N" "meanFreq()" "Z" 0.00098894010754717
7 "STANDING" "Frequency" "Body" "Accelerator" "N" "std()" "X" -0.980541336037736
7 "STANDING" "Frequency" "Body" "Accelerator" "N" "std()" "Y" -0.919118753018868
7 "STANDING" "Frequency" "Body" "Accelerator" "N" "std()" "Z" -0.912358813773585
7 "STANDING" "Frequency" "Body" "Accelerator" "Y" "mean()" "X" -0.976323086226415
7 "STANDING" "Frequency" "Body" "Accelerator" "Y" "mean()" "Y" -0.967165093018868
7 "STANDING" "Frequency" "Body" "Accelerator" "Y" "mean()" "Z" -0.968229643018868
7 "STANDING" "Frequency" "Body" "Accelerator" "Y" "meanFreq()" "X" 0.098774853689
7 "STANDING" "Frequency" "Body" "Accelerator" "Y" "meanFreq()" "Y" -0.188479735466038
7 "STANDING" "Frequency" "Body" "Accelerator" "Y" "meanFreq()" "Z" -0.0891602062907547
7 "STANDING" "Frequency" "Body" "Accelerator" "Y" "std()" "X" -0.978729082830189
7 "STANDING" "Frequency" "Body" "Accelerator" "Y" "std()" "Y" -0.966850290188679
7 "STANDING" "Frequency" "Body" "Accelerator" "Y" "std()" "Z" -0.974533710754717
7 "STANDING" "Frequency" "Body" "Gyroscope" "N" "mean()" "X" -0.938121637735849
7 "STANDING" "Frequency" "Body" "Gyroscope" "N" "mean()" "Y" -0.957548671320755
7 "STANDING" "Frequency" "Body" "Gyroscope" "N" "mean()" "Z" -0.957165056226415
7 "STANDING" "Frequency" "Body" "Gyroscope" "N" "meanFreq()" "X" -0.188057605981132
7 "STANDING" "Frequency" "Body" "Gyroscope" "N" "meanFreq()" "Y" -0.298448698150943
7 "STANDING" "Frequency" "Body" "Gyroscope" "N" "meanFreq()" "Z" -0.188116628033962
7 "STANDING" "Frequency" "Body" "Gyroscope" "N" "std()" "X" -0.947891986226415
7 "STANDING" "Frequency" "Body" "Gyroscope" "N" "std()" "Y" -0.945818157735849
7 "STANDING" "Frequency" "Body" "Gyroscope" "N" "std()" "Z" -0.954339406415094
7 "STANDING" "Time" "Body" "Accelerator" "N" "mean()" "X" 0.282723539433962
7 "STANDING" "Time" "Body" "Accelerator" "N" "mean()" "Y" -0.0145740341037736
7 "STANDING" "Time" "Body" "Accelerator" "N" "mean()" "Z" -0.0997778303207547
